FIPS,Admin2,Province_State,Population,name,value
40009,Beckham,Oklahoma,21859,1/22/20,0
40009,Beckham,Oklahoma,21859,1/23/20,0
40009,Beckham,Oklahoma,21859,1/24/20,0
40009,Beckham,Oklahoma,21859,1/25/20,0
40009,Beckham,Oklahoma,21859,1/26/20,0
40009,Beckham,Oklahoma,21859,1/27/20,0
40009,Beckham,Oklahoma,21859,1/28/20,0
40009,Beckham,Oklahoma,21859,1/29/20,0
40009,Beckham,Oklahoma,21859,1/30/20,0
40009,Beckham,Oklahoma,21859,1/31/20,0
40009,Beckham,Oklahoma,21859,2/1/20,0
40009,Beckham,Oklahoma,21859,2/2/20,0
40009,Beckham,Oklahoma,21859,2/3/20,0
40009,Beckham,Oklahoma,21859,2/4/20,0
40009,Beckham,Oklahoma,21859,2/5/20,0
40009,Beckham,Oklahoma,21859,2/6/20,0
40009,Beckham,Oklahoma,21859,2/7/20,0
40009,Beckham,Oklahoma,21859,2/8/20,0
40009,Beckham,Oklahoma,21859,2/9/20,0
40009,Beckham,Oklahoma,21859,2/10/20,0
40009,Beckham,Oklahoma,21859,2/11/20,0
40009,Beckham,Oklahoma,21859,2/12/20,0
40009,Beckham,Oklahoma,21859,2/13/20,0
40009,Beckham,Oklahoma,21859,2/14/20,0
40009,Beckham,Oklahoma,21859,2/15/20,0
40009,Beckham,Oklahoma,21859,2/16/20,0
40009,Beckham,Oklahoma,21859,2/17/20,0
40009,Beckham,Oklahoma,21859,2/18/20,0
40009,Beckham,Oklahoma,21859,2/19/20,0
40009,Beckham,Oklahoma,21859,2/20/20,0
40009,Beckham,Oklahoma,21859,2/21/20,0
40009,Beckham,Oklahoma,21859,2/22/20,0
40009,Beckham,Oklahoma,21859,2/23/20,0
40009,Beckham,Oklahoma,21859,2/24/20,0
40009,Beckham,Oklahoma,21859,2/25/20,0
40009,Beckham,Oklahoma,21859,2/26/20,0
40009,Beckham,Oklahoma,21859,2/27/20,0
40009,Beckham,Oklahoma,21859,2/28/20,0
40009,Beckham,Oklahoma,21859,2/29/20,0
40009,Beckham,Oklahoma,21859,3/1/20,0
40009,Beckham,Oklahoma,21859,3/2/20,0
40009,Beckham,Oklahoma,21859,3/3/20,0
40009,Beckham,Oklahoma,21859,3/4/20,0
40009,Beckham,Oklahoma,21859,3/5/20,0
40009,Beckham,Oklahoma,21859,3/6/20,0
40009,Beckham,Oklahoma,21859,3/7/20,0
40009,Beckham,Oklahoma,21859,3/8/20,0
40009,Beckham,Oklahoma,21859,3/9/20,0
40009,Beckham,Oklahoma,21859,3/10/20,0
40009,Beckham,Oklahoma,21859,3/11/20,0
40009,Beckham,Oklahoma,21859,3/12/20,0
40009,Beckham,Oklahoma,21859,3/13/20,0
40009,Beckham,Oklahoma,21859,3/14/20,0
40009,Beckham,Oklahoma,21859,3/15/20,0
40009,Beckham,Oklahoma,21859,3/16/20,0
40009,Beckham,Oklahoma,21859,3/17/20,0
40009,Beckham,Oklahoma,21859,3/18/20,0
40009,Beckham,Oklahoma,21859,3/19/20,0
40009,Beckham,Oklahoma,21859,3/20/20,0
40009,Beckham,Oklahoma,21859,3/21/20,0
40009,Beckham,Oklahoma,21859,3/22/20,0
40009,Beckham,Oklahoma,21859,3/23/20,0
40009,Beckham,Oklahoma,21859,3/24/20,0
40009,Beckham,Oklahoma,21859,3/25/20,0
40009,Beckham,Oklahoma,21859,3/26/20,0
40009,Beckham,Oklahoma,21859,3/27/20,0
40009,Beckham,Oklahoma,21859,3/28/20,0
40009,Beckham,Oklahoma,21859,3/29/20,0
40009,Beckham,Oklahoma,21859,3/30/20,0
40009,Beckham,Oklahoma,21859,3/31/20,0
40009,Beckham,Oklahoma,21859,4/1/20,0
40009,Beckham,Oklahoma,21859,4/2/20,0
40009,Beckham,Oklahoma,21859,4/3/20,0
40009,Beckham,Oklahoma,21859,4/4/20,0
40009,Beckham,Oklahoma,21859,4/5/20,0
40009,Beckham,Oklahoma,21859,4/6/20,0
40009,Beckham,Oklahoma,21859,4/7/20,0
40009,Beckham,Oklahoma,21859,4/8/20,0
40009,Beckham,Oklahoma,21859,4/9/20,0
40009,Beckham,Oklahoma,21859,4/10/20,0
40009,Beckham,Oklahoma,21859,4/11/20,0
40009,Beckham,Oklahoma,21859,4/12/20,0
40009,Beckham,Oklahoma,21859,4/13/20,0
40009,Beckham,Oklahoma,21859,4/14/20,0
40009,Beckham,Oklahoma,21859,4/15/20,0
40009,Beckham,Oklahoma,21859,4/16/20,0
40009,Beckham,Oklahoma,21859,4/17/20,0
40009,Beckham,Oklahoma,21859,4/18/20,0
40009,Beckham,Oklahoma,21859,4/19/20,0
40009,Beckham,Oklahoma,21859,4/20/20,0
40009,Beckham,Oklahoma,21859,4/21/20,0
40009,Beckham,Oklahoma,21859,4/22/20,0
40009,Beckham,Oklahoma,21859,4/23/20,0
40009,Beckham,Oklahoma,21859,4/24/20,0
40009,Beckham,Oklahoma,21859,4/25/20,0
40009,Beckham,Oklahoma,21859,4/26/20,0
40009,Beckham,Oklahoma,21859,4/27/20,0
40009,Beckham,Oklahoma,21859,4/28/20,0
40009,Beckham,Oklahoma,21859,4/29/20,0
40009,Beckham,Oklahoma,21859,4/30/20,0
40009,Beckham,Oklahoma,21859,5/1/20,0
40009,Beckham,Oklahoma,21859,5/2/20,0
40009,Beckham,Oklahoma,21859,5/3/20,0
40009,Beckham,Oklahoma,21859,5/4/20,0
40009,Beckham,Oklahoma,21859,5/5/20,0
40009,Beckham,Oklahoma,21859,5/6/20,0
40009,Beckham,Oklahoma,21859,5/7/20,0
40009,Beckham,Oklahoma,21859,5/8/20,0
40009,Beckham,Oklahoma,21859,5/9/20,0
40009,Beckham,Oklahoma,21859,5/10/20,0
40009,Beckham,Oklahoma,21859,5/11/20,0
40009,Beckham,Oklahoma,21859,5/12/20,0
40009,Beckham,Oklahoma,21859,5/13/20,0
40009,Beckham,Oklahoma,21859,5/14/20,0
40009,Beckham,Oklahoma,21859,5/15/20,0
40009,Beckham,Oklahoma,21859,5/16/20,0
40009,Beckham,Oklahoma,21859,5/17/20,0
40009,Beckham,Oklahoma,21859,5/18/20,0
40009,Beckham,Oklahoma,21859,5/19/20,0
40009,Beckham,Oklahoma,21859,5/20/20,0
40009,Beckham,Oklahoma,21859,5/21/20,0
40009,Beckham,Oklahoma,21859,5/22/20,0
40009,Beckham,Oklahoma,21859,5/23/20,0
40009,Beckham,Oklahoma,21859,5/24/20,0
40009,Beckham,Oklahoma,21859,5/25/20,0
40009,Beckham,Oklahoma,21859,5/26/20,0
40009,Beckham,Oklahoma,21859,5/27/20,0
40009,Beckham,Oklahoma,21859,5/28/20,0
40009,Beckham,Oklahoma,21859,5/29/20,0
40009,Beckham,Oklahoma,21859,5/30/20,0
40009,Beckham,Oklahoma,21859,5/31/20,0
40009,Beckham,Oklahoma,21859,6/1/20,0
40009,Beckham,Oklahoma,21859,6/2/20,0
40009,Beckham,Oklahoma,21859,6/3/20,0
40009,Beckham,Oklahoma,21859,6/4/20,0
40009,Beckham,Oklahoma,21859,6/5/20,0
40009,Beckham,Oklahoma,21859,6/6/20,0
40009,Beckham,Oklahoma,21859,6/7/20,0
40009,Beckham,Oklahoma,21859,6/8/20,0
40009,Beckham,Oklahoma,21859,6/9/20,0
40009,Beckham,Oklahoma,21859,6/10/20,0
40009,Beckham,Oklahoma,21859,6/11/20,0
40009,Beckham,Oklahoma,21859,6/12/20,0
40009,Beckham,Oklahoma,21859,6/13/20,0
40009,Beckham,Oklahoma,21859,6/14/20,0
40009,Beckham,Oklahoma,21859,6/15/20,0
40009,Beckham,Oklahoma,21859,6/16/20,0
40009,Beckham,Oklahoma,21859,6/17/20,0
40009,Beckham,Oklahoma,21859,6/18/20,0
40009,Beckham,Oklahoma,21859,6/19/20,0
40009,Beckham,Oklahoma,21859,6/20/20,0
40009,Beckham,Oklahoma,21859,6/21/20,0
40009,Beckham,Oklahoma,21859,6/22/20,0
40009,Beckham,Oklahoma,21859,6/23/20,0
40009,Beckham,Oklahoma,21859,6/24/20,0
40009,Beckham,Oklahoma,21859,6/25/20,0
40009,Beckham,Oklahoma,21859,6/26/20,0
40009,Beckham,Oklahoma,21859,6/27/20,0
40009,Beckham,Oklahoma,21859,6/28/20,0
40009,Beckham,Oklahoma,21859,6/29/20,0
40009,Beckham,Oklahoma,21859,6/30/20,0
40009,Beckham,Oklahoma,21859,7/1/20,0
40009,Beckham,Oklahoma,21859,7/2/20,0
40009,Beckham,Oklahoma,21859,7/3/20,0
40009,Beckham,Oklahoma,21859,7/4/20,0
40009,Beckham,Oklahoma,21859,7/5/20,0
40009,Beckham,Oklahoma,21859,7/6/20,0
40009,Beckham,Oklahoma,21859,7/7/20,0
40009,Beckham,Oklahoma,21859,7/8/20,0
40009,Beckham,Oklahoma,21859,7/9/20,0
40009,Beckham,Oklahoma,21859,7/10/20,0
40009,Beckham,Oklahoma,21859,7/11/20,0
40009,Beckham,Oklahoma,21859,7/12/20,0
40009,Beckham,Oklahoma,21859,7/13/20,0
40009,Beckham,Oklahoma,21859,7/14/20,0
40009,Beckham,Oklahoma,21859,7/15/20,0
40009,Beckham,Oklahoma,21859,7/16/20,0
40009,Beckham,Oklahoma,21859,7/17/20,0
40009,Beckham,Oklahoma,21859,7/18/20,0
40009,Beckham,Oklahoma,21859,7/19/20,0
40009,Beckham,Oklahoma,21859,7/20/20,0
40009,Beckham,Oklahoma,21859,7/21/20,0
40009,Beckham,Oklahoma,21859,7/22/20,0
40009,Beckham,Oklahoma,21859,7/23/20,0
40009,Beckham,Oklahoma,21859,7/24/20,0
40009,Beckham,Oklahoma,21859,7/25/20,0
40009,Beckham,Oklahoma,21859,7/26/20,0
40009,Beckham,Oklahoma,21859,7/27/20,0
40009,Beckham,Oklahoma,21859,7/28/20,0
40009,Beckham,Oklahoma,21859,7/29/20,0
40009,Beckham,Oklahoma,21859,7/30/20,0
40009,Beckham,Oklahoma,21859,7/31/20,0
40009,Beckham,Oklahoma,21859,8/1/20,1
40009,Beckham,Oklahoma,21859,8/2/20,1
40009,Beckham,Oklahoma,21859,8/3/20,1
40009,Beckham,Oklahoma,21859,8/4/20,1
40009,Beckham,Oklahoma,21859,8/5/20,1
40009,Beckham,Oklahoma,21859,8/6/20,1
40009,Beckham,Oklahoma,21859,8/7/20,1
40009,Beckham,Oklahoma,21859,8/8/20,1
40009,Beckham,Oklahoma,21859,8/9/20,1
40009,Beckham,Oklahoma,21859,8/10/20,1
40009,Beckham,Oklahoma,21859,8/11/20,1
40009,Beckham,Oklahoma,21859,8/12/20,1
40009,Beckham,Oklahoma,21859,8/13/20,1
40009,Beckham,Oklahoma,21859,8/14/20,1
40009,Beckham,Oklahoma,21859,8/15/20,1
40009,Beckham,Oklahoma,21859,8/16/20,1
40009,Beckham,Oklahoma,21859,8/17/20,1
40009,Beckham,Oklahoma,21859,8/18/20,1
40009,Beckham,Oklahoma,21859,8/19/20,1
40009,Beckham,Oklahoma,21859,8/20/20,1
40009,Beckham,Oklahoma,21859,8/21/20,1
40009,Beckham,Oklahoma,21859,8/22/20,1
40009,Beckham,Oklahoma,21859,8/23/20,1
40009,Beckham,Oklahoma,21859,8/24/20,1
40009,Beckham,Oklahoma,21859,8/25/20,1
40009,Beckham,Oklahoma,21859,8/26/20,1
40009,Beckham,Oklahoma,21859,8/27/20,1
40009,Beckham,Oklahoma,21859,8/28/20,1
40009,Beckham,Oklahoma,21859,8/29/20,1
40009,Beckham,Oklahoma,21859,8/30/20,1
40009,Beckham,Oklahoma,21859,8/31/20,1
40009,Beckham,Oklahoma,21859,9/1/20,1
40009,Beckham,Oklahoma,21859,9/2/20,1
40009,Beckham,Oklahoma,21859,9/3/20,1
40009,Beckham,Oklahoma,21859,9/4/20,1
40009,Beckham,Oklahoma,21859,9/5/20,1
40009,Beckham,Oklahoma,21859,9/6/20,1
40009,Beckham,Oklahoma,21859,9/7/20,1
40009,Beckham,Oklahoma,21859,9/8/20,1
40009,Beckham,Oklahoma,21859,9/9/20,1
40009,Beckham,Oklahoma,21859,9/10/20,1
40009,Beckham,Oklahoma,21859,9/11/20,1
40009,Beckham,Oklahoma,21859,9/12/20,1
40009,Beckham,Oklahoma,21859,9/13/20,1
40009,Beckham,Oklahoma,21859,9/14/20,1
40009,Beckham,Oklahoma,21859,9/15/20,1
40009,Beckham,Oklahoma,21859,9/16/20,1
40009,Beckham,Oklahoma,21859,9/17/20,1
40009,Beckham,Oklahoma,21859,9/18/20,1
40009,Beckham,Oklahoma,21859,9/19/20,1
40009,Beckham,Oklahoma,21859,9/20/20,1
